Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Paid Ads,10.538355407887801,0.26485639951689366,2,4,0.2889718168148163,Yes,Desktop,Afternoon,No,2.1971580070200742,0.3823156065611045,20,0
Social Media,7.68961163045923,0.3026356254963405,6,5,0.8086415541158608,No,Mobile,Evening,No,6.827570716479939,0.3594601148352774,37,1
Organic Search,6.531288058907985,0.26622070165415707,6,6,0.7362132633332615,Yes,Mobile,Evening,Yes,5.045488407418882,0.46589630853738084,56,1
Organic Search,8.12568776346283,0.33356045677161333,5,2,0.7063763018795356,No,Mobile,Evening,Yes,6.6572572553567,0.5801198096327992,37,1
Organic Search,15.910007425836765,0.6852468516159529,2,1,0.15664467266052223,No,Mobile,Morning,No,6.419659026256459,0.41117132574358084,13,1
Paid Ads,11.460508549344631,0.5145450638659644,5,4,0.5280611690278908,Yes,Mobile,Afternoon,Yes,4.4025338368353655,0.16296315189980426,46,1
Paid Ads,11.487721004563522,0.17378205096623162,8,3,0.8387876520742878,Yes,Tablet,Afternoon,No,2.642201030612159,0.41863792970385316,33,1
Paid Ads,9.306638956977093,0.2799106068822651,5,1,0.24891515375813655,No,Tablet,Afternoon,Yes,5.619902332559251,0.6246420809307168,80,1
Paid Ads,8.499455817731441,0.47455344485528045,4,4,0.6007165228875121,Yes,Mobile,Afternoon,Yes,5.409773616676622,0.0685273210591143,86,1
Organic Search,1.0,0.21869844381344594,6,4,0.35803378852490786,Yes,Tablet,Morning,No,4.778209047469129,0.90023646495384,61,1
Direct,5.963058960610604,0.2549319918370486,5,3,0.8152082333108317,Yes,Tablet,Evening,Yes,4.884797503569223,0.5279364332854988,81,1
Direct,6.558276760392577,0.6689919332348297,4,3,0.8666238036608817,No,Tablet,Afternoon,No,3.1049648010755755,0.5510886511718565,67,0
Paid Ads,2.3753238078574004,0.2773248743053627,4,1,0.6781872076854452,Yes,Desktop,Evening,No,9.206889190205178,0.6635959606130999,98,1
Organic Search,4.527752629353699,0.5909333632058774,5,1,0.5033297084387439,No,Mobile,Morning,Yes,6.443936440077808,0.3292213896847084,91,1
Direct,2.057490587232098,0.6510646379061877,4,3,0.47849340029958304,No,Mobile,Afternoon,No,3.682684335103695,0.30956141236495327,60,1
Direct,7.885028492907883,0.25330758176620716,2,3,0.4721371674765177,No,Mobile,Afternoon,No,6.033839908851364,0.2451643540106352,47,1
Organic Search,10.456297912546448,0.22200748868857173,4,1,0.4637250982134397,No,Mobile,Afternoon,Yes,3.725604470156158,0.8516354514737267,40,1
Direct,11.320323555872985,0.344773582703767,5,3,0.48582987443670744,No,Desktop,Evening,Yes,5.137269685397182,0.6061380981213577,4,1
Direct,9.244353386237723,0.18227445586527502,3,4,0.7069166913001387,No,Mobile,Afternoon,Yes,5.796782230225946,0.03416942614832719,8,0
Organic Search,5.109810976404293,0.4242067757005485,1,3,0.36708239895284045,No,Mobile,Afternoon,No,7.171729562689573,0.3281801826893178,60,1
Organic Search,2.2038045244401214,0.35886961762932273,7,4,0.696928365015389,No,Desktop,Afternoon,Yes,2.769300657722157,0.0929098444558133,81,1
Organic Search,2.7293939017954942,0.4721160031772603,5,3,1.0,No,Mobile,Evening,No,3.6512965881041204,0.1400707383422941,38,1
Direct,4.193052268236505,0.6793886912465643,4,2,0.5660622060764109,No,Mobile,Evening,Yes,5.704605142460849,0.6143608779266725,92,1
Paid Ads,5.333420905892976,0.5634969961540639,2,5,0.6520672069186697,No,Mobile,Morning,No,4.021240612063192,0.06588094392062616,74,1
Direct,7.52075450602524,0.49784795508247126,8,4,0.16264279448792757,No,Desktop,Afternoon,Yes,5.467682224981598,0.9341945347709703,49,1
Organic Search,4.957507345619095,0.006790317406416391,5,1,0.5938710714494821,No,Desktop,Afternoon,No,0.7216140819049768,0.7211844067709253,11,1
Paid Ads,9.016927681004784,0.4886751964204751,5,1,0.45687676366602625,No,Mobile,Afternoon,Yes,3.0869625741871642,0.8751398772519601,61,1
Organic Search,7.303179491601582,0.7445255321409099,5,5,0.7628615308840336,Yes,Mobile,Afternoon,No,7.075629189313625,0.9945791253171513,94,1
Paid Ads,8.031637135223077,0.0,7,1,0.833452615699434,Yes,Mobile,Evening,Yes,6.254336961076542,0.28493587786460994,90,0
Organic Search,11.420751658013614,0.5378765085951251,5,2,0.5745955065848041,No,Mobile,Night,No,3.836918349420362,0.7517540533213,94,1
Organic Search,4.4593047973988895,0.36812828504870715,3,2,0.36633016378645,No,Mobile,Night,Yes,3.9336831153770797,0.6039152795053429,13,1
Direct,9.256113734877104,0.2300409993954111,8,6,0.36601184896343664,No,Desktop,Evening,No,9.087393336771715,0.9456997558033912,68,1
Organic Search,7.95808031457178,0.5602257167823907,5,1,0.14856076598676743,No,Desktop,Afternoon,No,7.704421425927074,0.7212813913759065,41,0
Direct,6.999541157090914,0.7419411801214661,4,3,0.42071838907015613,Yes,Mobile,Morning,No,3.9384831152313926,0.5422084071421442,46,0
Direct,10.65576896259788,0.5550461457675507,11,6,0.39453258430020705,Yes,Desktop,Evening,No,6.197574180986889,0.04147457943060984,62,1
Social Media,10.637042463671023,0.32576160974769475,2,4,0.7863334001252733,Yes,Mobile,Afternoon,No,2.8926960445760153,0.34789091869403976,14,1
Organic Search,5.160527612034715,0.21130603511836876,2,3,0.8057261837543359,Yes,Mobile,Afternoon,Yes,3.375515951789147,0.23575673660762064,41,0
Paid Ads,7.453518248426228,0.4289255267579088,7,1,0.9335732452328038,No,Mobile,Afternoon,No,3.8823569505569835,0.1808492174059585,5,1
Organic Search,8.843635047752196,0.5746338584763176,2,2,0.36191257610261696,No,Mobile,Evening,No,4.049019616648497,0.41078377919732656,36,1
Paid Ads,7.180979755932246,0.3225893947532545,5,3,0.36832636276197495,No,Mobile,Morning,Yes,6.1199769015197205,0.5094536015274842,24,1
Organic Search,9.755063996863395,0.3419234016698407,4,2,0.30992139020909515,No,Mobile,Afternoon,Yes,3.720335421722127,0.42223767673337365,94,1
Organic Search,8.843576053730827,0.9644000499676797,4,4,0.8636288400297998,Yes,Mobile,Afternoon,Yes,3.332877726416987,0.27524659687157393,85,1
Organic Search,13.497683721068038,0.6157303891919452,5,6,0.669145865234229,Yes,Mobile,Afternoon,Yes,3.3337094331132757,0.6970694122009355,60,1
Direct,3.409162592210637,0.6300257356787264,4,3,0.8648701445038216,Yes,Desktop,Evening,Yes,3.245864489756019,0.3011629474804698,17,1
Paid Ads,7.6326920307578074,0.10794281878823758,5,4,0.5984351018630774,No,Desktop,Evening,Yes,7.3993606623986405,0.5135132263398178,75,1
Direct,5.274492465463426,0.2585622641413079,2,2,0.7798237850836289,No,Desktop,Evening,Yes,2.173200587437753,0.8266907222057455,36,1
Direct,9.812322366317133,0.41493632789084783,3,1,0.44952485244665974,No,Mobile,Evening,No,1.961830806705596,0.4025112881230335,13,0
Organic Search,3.1484843298633667,0.1997724884229701,4,4,0.5371419318659703,No,Mobile,Afternoon,Yes,7.414891186971621,0.9875376417885692,49,1
Direct,9.03893813067466,0.7200794597778589,3,1,0.3674625372451259,No,Mobile,Morning,Yes,3.0965144396927107,0.38706062363111815,92,1
Social Media,6.109854705954977,0.6820624613181291,5,4,0.5277887197615574,No,Mobile,Afternoon,Yes,7.232273887732555,0.3522898620063645,67,1
Social Media,5.797514401636958,0.2932909325231893,7,1,0.3707449565409111,No,Mobile,Afternoon,No,5.759675490519397,0.43967555333881414,81,1
Social Media,3.6605053893779385,0.756783721321497,3,4,0.66328339141693,Yes,Mobile,Afternoon,Yes,6.4292802295305,0.34720268606033633,57,1
Organic Search,6.604772161396982,0.3991495806560116,7,1,0.5191068899184649,No,Mobile,Evening,Yes,2.55318192571832,0.6646344092298464,91,1
Direct,11.253501590872776,0.9178779434778098,5,4,0.5950247118743461,No,Mobile,Afternoon,No,7.344507056963538,0.7673925958052268,22,1
Social Media,7.924433949411561,0.4289372261050073,3,6,0.7635676333430939,Yes,Desktop,Night,Yes,4.892701416986656,0.27746536904924035,41,1
Organic Search,9.883041253623423,0.5152385500656844,5,2,0.5306869769191664,No,Mobile,Night,Yes,4.325970944509334,0.13243611031213043,23,1
Social Media,12.993925465898826,0.6799806882339117,4,1,0.4580346641266005,No,Desktop,Morning,Yes,6.044915139172696,0.6550976510052017,50,1
Social Media,8.791266754467728,0.6555266699615618,3,2,0.3140902525536612,No,Mobile,Morning,No,5.123941025024275,0.20994535966913086,31,0
Paid Ads,6.3236012838129785,0.5021464132271787,4,4,0.41168387417451785,Yes,Desktop,Afternoon,Yes,3.6013625729297303,0.580054531577373,77,1
Direct,9.40175664554837,0.3717719361112329,3,1,0.3209768114155366,Yes,Desktop,Morning,No,7.501081565921906,0.5769860857592516,89,0
Organic Search,6.367111561057124,0.5028265399986238,8,2,0.7657835112322117,No,Mobile,Afternoon,Yes,3.056978733387595,0.31406735536387187,8,1
Paid Ads,6.486731950108492,0.236763165624777,4,5,0.5334894793171344,Yes,Mobile,Afternoon,Yes,1.0576656630726298,0.6702921732396555,38,1
Organic Search,3.4403216011430455,0.4304267437728232,2,3,0.7417257735476498,No,Mobile,Evening,No,5.869594726665078,0.5031530054230632,93,0
Direct,10.778772473253177,0.17813849350040104,4,1,0.5268894617285071,No,Mobile,Afternoon,No,6.402112747649636,0.0022373165224002234,94,1
Organic Search,6.841992273051682,0.043823671983939716,6,2,0.6931199988937529,No,Tablet,Morning,No,5.237591201458048,0.6221508397051928,26,1
Social Media,8.546294737447585,0.41008535282788866,1,4,0.5438534820850907,No,Mobile,Morning,No,3.953617837141965,0.3184407520073148,32,1
Organic Search,4.892114214180081,0.6524555781343344,5,5,0.4832009624266873,Yes,Desktop,Afternoon,No,2.1412662812528938,0.5836448065873634,58,1
Organic Search,9.307842889146418,0.5851609283192118,7,4,0.7341336645827355,No,Mobile,Afternoon,Yes,5.882774986731681,0.4743169445666279,39,1
Direct,5.714176285594749,0.38361754085487837,3,4,0.47055486608914876,Yes,Desktop,Evening,No,4.3940981552686145,0.7137599644630204,64,1
Organic Search,7.574873834894527,0.7493979396350994,2,1,0.5439913837324201,Yes,Mobile,Night,No,4.342127802760233,0.15057666197854758,11,1
Social Media,10.633478093717377,0.2861877218306853,5,2,0.7389671886795115,No,Mobile,Evening,No,3.322605158948252,0.40076684285974506,19,1
Direct,10.372277936697587,0.016433467640395327,5,4,0.12197925001921461,No,Mobile,Afternoon,No,1.7846384749937148,0.3606619609535836,43,0
Organic Search,7.933909782449178,0.0,9,3,0.5017098066467661,No,Mobile,Afternoon,No,3.729489063069469,0.6459886965279047,78,1
Paid Ads,2.695606901879845,0.1637618118808566,2,3,0.8978070698918248,No,Mobile,Afternoon,No,4.165226701114911,0.35588836096180343,86,1
Paid Ads,16.978431710181923,0.5633249486524458,6,1,0.8244458691051084,Yes,Mobile,Night,No,5.131579021165343,0.08805075929949957,85,0
Organic Search,13.237576910819408,0.27303946330652273,5,3,0.6434848767173533,Yes,Mobile,Evening,Yes,7.219397218089062,0.30184031224951036,53,1
Paid Ads,10.168024474664895,0.4921917283714604,3,1,0.37771700944488273,No,Desktop,Evening,Yes,3.707118018778983,0.9175146985778053,8,1
Organic Search,5.740388655227088,0.7292566767167955,4,2,0.739584445048005,No,Desktop,Afternoon,Yes,3.920063833414425,0.8696715959048594,59,0
Direct,7.659223514894106,0.17998060748443878,5,2,0.3467491357742055,Yes,Mobile,Morning,Yes,2.76051654395079,0.055931862826506196,84,1
Paid Ads,6.369738710670449,0.495699946359178,5,1,0.6220957341333194,Yes,Desktop,Afternoon,Yes,4.747007762254378,0.7385393344552272,99,1
Paid Ads,11.791567817289165,0.5077926145311444,7,2,0.6893790977884477,Yes,Mobile,Morning,Yes,3.5141407947989034,0.42622107587633007,25,1
Paid Ads,8.787508672555502,0.22785240230537937,2,1,0.8635273217704973,No,Desktop,Afternoon,No,3.168230851977854,0.5847173269974646,85,0
Social Media,5.647508424920502,0.6708421850490167,6,2,0.648419863082094,No,Mobile,Afternoon,Yes,4.866130271898598,0.47048601622698494,5,1
Organic Search,6.587734702625654,0.3424585888901047,7,1,0.6133353461950171,Yes,Mobile,Morning,No,6.132317651698851,0.7408753773022553,59,1
Organic Search,11.363564427709715,0.32324940381739814,8,5,0.4748884237482255,No,Tablet,Afternoon,No,6.5961378881705715,0.32754668232054496,12,1
Paid Ads,12.800293540461436,0.8223226436835946,2,1,0.33236804223296945,No,Mobile,Afternoon,Yes,3.6926134770274888,0.7063318957853174,7,0
Organic Search,12.584994690458736,0.5045533484733437,9,3,0.3320080191018945,No,Tablet,Afternoon,Yes,4.12553106345116,0.5917766022262385,53,1
Paid Ads,10.271096195161933,0.5850581099370996,1,1,0.505318376142698,No,Desktop,Afternoon,Yes,8.450919575310307,0.8798331539146708,11,1
Paid Ads,7.242125393592089,0.6709785863043678,9,2,0.7204450661982013,No,Mobile,Morning,Yes,5.2721010837428,0.46931569103367854,23,1
Paid Ads,1.0,0.26990520010815666,3,4,0.12724336315074086,No,Mobile,Afternoon,No,5.073399837564563,0.47288782607453816,19,0
Organic Search,8.891480071424665,0.6499642194107359,3,3,0.6394047541799175,Yes,Mobile,Evening,Yes,6.4485849552177985,0.10978366030690123,49,1
Organic Search,7.994513723467699,0.29962117700046603,5,2,0.791155720431163,No,Mobile,Afternoon,Yes,6.866834901364703,0.053322696541024506,55,1
Direct,8.419946288964061,0.29107532213234055,6,1,0.4894967767412798,Yes,Tablet,Afternoon,No,5.3659093311076305,0.4475434513757993,63,1
Organic Search,8.161692041099618,0.3456000055383728,8,1,0.0,Yes,Tablet,Evening,No,1.5138840825291564,0.5355206861133687,22,1
Direct,4.021213514152529,0.27558703301100906,6,3,0.40803919784066134,Yes,Mobile,Night,Yes,2.466821386426339,0.1406314886213148,42,1
Organic Search,9.672225670553557,0.5644312865314326,5,1,0.4398887677644076,Yes,Mobile,Afternoon,Yes,5.638891343155288,0.882233691732376,21,1
Organic Search,9.89664894209555,0.45344213102901115,6,6,0.4449402610882104,No,Mobile,Morning,No,6.1008069244531615,0.14562776493431062,22,1
Direct,10.047016346178978,0.30175511707657743,4,3,0.22019775583047352,No,Mobile,Night,Yes,3.0788481373298096,0.6211969791233225,90,1
Organic Search,10.83973101072016,0.5349010066309644,3,7,0.43415408866432037,Yes,Tablet,Afternoon,No,5.951945476415971,0.6654740051943181,62,1
Direct,9.81215493476487,0.34496351252273083,5,1,0.7633717980427979,No,Mobile,Afternoon,No,1.1711240253128783,0.37613198284059335,26,1
Direct,6.769911765383267,0.3343859259270647,6,1,0.09995546031425151,No,Mobile,Evening,No,2.279177663559702,0.08631372568580598,32,0
Paid Ads,7.78748945625173,0.40973677698030875,6,2,0.4690958214299962,No,Tablet,Evening,Yes,2.9220390072153113,0.41427433929711244,71,1
Organic Search,8.27337460176013,0.4926920711332435,7,1,0.4605503374808408,No,Mobile,Afternoon,Yes,8.791342107424583,0.06803832542928001,20,1
Direct,8.323098347319856,0.47796952987548397,4,3,0.5729054210355042,No,Mobile,Evening,Yes,6.209335635724014,0.01895157541020298,98,1
Organic Search,10.99465296791519,0.3273501635494339,5,3,0.6950956842619287,No,Mobile,Evening,Yes,5.977343308661905,0.6525579002039593,20,1
Paid Ads,9.931006259067473,0.5694222414878805,8,5,0.48432910710587085,No,Mobile,Afternoon,No,5.188241674171384,0.4934940440833222,45,0
Direct,14.23203031870986,0.3555211697840688,2,3,0.8373962872253291,No,Mobile,Afternoon,Yes,4.836167712054128,0.06416805935264003,9,1
Organic Search,14.619406939654016,0.2690031022782562,10,1,0.3726252486957977,No,Mobile,Afternoon,No,4.421192355069564,0.6009084206582502,67,1
Direct,8.238948747841775,0.10639567024652974,6,3,0.8607329017778358,No,Desktop,Evening,Yes,2.840310023933581,0.19087700217365478,97,1
Direct,1.0,0.5966356961998043,5,4,0.464307651914237,No,Tablet,Evening,Yes,5.385056849241519,0.6005529467456746,80,1
Organic Search,11.7104973983818,0.40247801523880156,5,5,0.28916481591317733,Yes,Mobile,Evening,No,2.159058079272149,0.7968628338448779,95,1
Organic Search,6.378870983038837,0.442174471702103,5,2,0.22653503368015115,Yes,Mobile,Evening,Yes,4.600517996358043,0.7021439881370808,1,1
Organic Search,5.59554823450698,0.6091605831399032,1,2,0.6395547871865515,No,Desktop,Morning,Yes,6.10794591912256,0.4773322280234835,64,1
Paid Ads,6.804664175031899,0.3045187536804368,3,6,0.3533803379701088,No,Mobile,Evening,Yes,5.107764567228729,0.024573045653844106,93,0
Social Media,6.66007085955618,0.12512015030517432,8,2,0.5815575326895769,No,Mobile,Morning,No,7.685290987670072,0.653843883833107,40,0
Organic Search,9.836809430316178,0.41395614044304374,3,4,0.6534209436888935,No,Desktop,Evening,Yes,0.9938843442261867,0.9652441106705246,24,1
Organic Search,3.3216926626213237,0.4615923104160591,5,5,0.3173748036383793,No,Mobile,Afternoon,No,2.4893551048223594,0.11598676150966591,35,1
Paid Ads,4.766837762625196,0.3474301867679255,4,5,0.6271597983149176,Yes,Mobile,Morning,No,5.556724820485593,0.10676854801368596,6,1
Direct,9.02947566259225,0.6947475156152338,2,5,0.2386660852505827,No,Mobile,Evening,No,4.590196787927554,0.7256758368661268,13,1
Organic Search,9.868832091239923,0.0,10,4,0.3086501124975186,No,Mobile,Afternoon,No,4.479473348581768,0.7361421477716318,2,1
Direct,9.924624934808037,0.6240113275799566,3,2,0.6369491784550808,Yes,Desktop,Afternoon,Yes,8.311632564544475,0.7743476296670814,53,1
Direct,5.638891163200103,0.5582307300728452,7,4,0.6402919534215582,Yes,Mobile,Evening,No,3.3072418577845113,0.9689114896908984,22,0
Social Media,5.06520305220128,0.4913541555400919,10,2,0.5016361458411676,No,Tablet,Afternoon,Yes,4.5350965775528564,0.09480519824943057,15,1
Paid Ads,6.480095498636242,0.0,3,5,0.40565271785226686,No,Mobile,Afternoon,No,3.7145644077105606,0.34367194779082044,32,1
Organic Search,8.719618256854176,0.6567777566540537,2,1,0.5187119175252959,No,Mobile,Afternoon,Yes,3.2225644853061706,0.3117485650873304,11,1
Organic Search,12.456432107817648,0.19471317787282297,3,2,0.6017423680577278,No,Desktop,Evening,No,5.66814442975239,0.2311554465808806,4,1
Direct,1.8576884426877491,0.2984616043233227,5,1,0.40320157893329045,No,Desktop,Afternoon,No,6.5343670727005465,0.6738642367935921,61,0
Direct,7.337813729124901,0.36588146704198626,9,1,0.34565035572138336,Yes,Desktop,Evening,No,3.9766857693995394,0.3378930900177125,95,0
Direct,4.001964676924389,0.4814836069303951,3,1,0.49204557567804214,Yes,Mobile,Evening,Yes,2.8235893200896904,0.13838526078974123,53,1
Organic Search,3.043271967939531,0.52788560843851,5,1,0.7728703077661994,Yes,Mobile,Night,Yes,3.8119712805339327,0.6627375844265821,81,1
Paid Ads,10.90086993603445,0.5785681108638593,4,1,0.3203172590563321,No,Mobile,Evening,No,3.219594732015314,0.17197621833348642,27,1
Organic Search,9.633873723498017,0.5631707020157033,5,3,0.6096481899916013,No,Mobile,Night,No,5.678363870865865,0.8734348742229737,0,1
Direct,9.348300547841786,0.4505854408426252,7,5,0.8049590169027805,No,Desktop,Morning,Yes,4.2707775661337815,0.7885152110686308,10,1
Social Media,10.76307751919298,0.4831845318115182,7,2,0.4074403849903636,No,Desktop,Afternoon,No,4.8364510875046465,0.7242255826423094,55,1
Paid Ads,6.560843309701592,0.18184925683555073,4,1,0.8071800236168696,Yes,Mobile,Afternoon,Yes,3.645674539836004,0.34070741722303,40,1
Organic Search,6.702087450999415,0.24979463863619555,8,2,0.0,No,Desktop,Night,No,3.5837910437323304,0.6908855112299528,98,1
Organic Search,14.557191850167722,0.5790920447349664,7,5,0.3233963735336235,No,Desktop,Morning,Yes,1.818256925552582,0.6364238177587517,99,1
Organic Search,7.260286837221277,0.5674418973457362,6,1,0.6919215547888101,Yes,Mobile,Afternoon,Yes,4.795451615860618,0.2949010797330667,95,1
Direct,10.205396339162274,0.5447598832888843,9,1,0.23496480125075953,No,Desktop,Morning,Yes,6.917810949862122,0.08003904833321263,61,1
